iter	Passed	Remaining
582	28807	20604
583	28855	20554
584	28908	20508
585	28962	20461
586	29016	20415
587	29072	20370
588	29119	20319
589	29177	20275
590	29230	20228
591	29287	20184
592	29343	20139
593	29393	20090
594	29444	20041
595	29489	19989
596	29537	19938
597	29587	19889
598	29643	19844
599	29695	19796
600	29748	19750
601	29800	19702
602	29852	19654
603	29900	19603
604	29947	19552
605	30001	19506
606	30053	19458
607	30103	19408
608	30146	19355
609	30197	19306
610	30245	19255
611	30293	19205
612	30339	19154
613	30384	19101
614	30432	19051
615	30477	18998
616	30524	18948
617	30568	18895
618	30618	18846
619	30666	18795
620	30712	18744
621	30763	18695
622	30814	18646
623	30862	18596
624	30912	18547
625	30961	18497
626	31011	18448
627	31059	18398
628	31106	18347
629	31160	18300
630	31212	18252
631	31262	18203
632	31314	18155
633	31360	18103
634	31408	18053
635	31456	18003
636	31503	17952
637	31547	17899
638	31591	17847
639	31641	17798
640	31690	17748
641	31740	17699
642	31784	17647
643	31830	17595
644	31881	17547
645	31935	17500
646	31987	17451
647	32040	17404
648	32086	17353
649	32137	17304
650	32193	17258
651	32248	17212
652	32295	17161
653	32340	17110
654	32396	17063
655	32450	17016
656	32496	16965
657	32541	16913
658	32596	16866
659	32646	16817
660	32696	16768
661	32749	16721
662	32800	16672
663	32847	16621
664	32892	16569
665	32935	16517
666	32982	16466
667	33053	16427
668	33100	16377
669	33144	16324
670	33192	16274
671	33246	16227
672	33297	16178
673	33350	16130
674	33399	16081
675	33449	16031
676	33493	15979
677	33542	15930
678	33595	15882
679	33644	15832
680	33696	15784
681	33748	15736
682	33797	15686
683	33845	15636
684	33893	15586
685	33944	15537
686	33994	15488
687	34044	15438
688	34094	15389
689	34148	15341
690	34201	15293
691	34252	15245
692	34299	15194
693	34344	15143
694	34397	15095
695	34451	15047
696	34500	14998
697	34551	14949
698	34601	14900
699	34649	14849
700	34700	14801
701	34750	14751
702	34811	14706
703	34861	14657
704	34912	14608
705	34962	14559
706	35013	14510
707	35063	14461
708	35117	14413
709	35172	14366
710	35230	14320
711	35282	14271
712	35333	14222
713	35389	14175
714	35438	14125
715	35495	14079
716	35546	14030
717	35594	13980
718	35646	13931
719	35700	13883
720	35747	13832
721	35797	13783
722	35845	13733
723	35897	13684
724	35947	13635
725	35994	13584
726	36043	13535
727	36088	13483
728	36137	13433
729	36185	13383
730	36237	13335
731	36288	13286
732	36342	13237
733	36393	13188
734	36441	13138
735	36488	13088
736	36538	13038
737	36589	12989
738	36639	12940
739	36692	12891
740	36739	12841
741	36794	12793
742	36846	12744
743	36897	12695
744	36943	12645
745	36992	12595
746	37040	12545
747	37093	12496
748	37144	12447
749	37194	12398
750	37248	12349
751	37297	12300
752	37344	12249
753	37394	12200
754	37442	12150
755	37492	12100
756	37541	12051
757	37590	12001
758	37638	11951
759	37694	11903
760	37741	11853
761	37792	11803
762	37844	11755
763	37898	11706
764	37951	11658
765	38004	11609
766	38083	11569
767	38136	11520
768	38189	11471
769	38246	11424
770	38302	11376
771	38359	11329
772	38417	11281
773	38472	11233
774	38523	11184
775	38574	11134
776	38626	11085
777	38678	11036
778	38735	10989
779	38790	10940
780	38845	10892
781	38898	10843
782	38948	10794
783	38997	10744
784	39045	10693
785	39099	10645
786	39155	10597
787	39207	10548
788	39263	10500
789	39318	10451
790	39367	10401
791	39423	10353
792	39482	10306
793	39541	10258
794	39598	10210
795	39653	10162
796	39708	10113
797	39761	10064
798	39806	10013
799	39862	9965
800	39913	9916
801	39966	9867
802	40014	9816
803	40064	9766
804	40115	9717
805	40169	9668
806	40220	9619
807	40272	9569
808	40323	9520
809	40376	9471
810	40429	9421
811	40475	9371
812	40528	9322
813	40573	9270
814	40625	9221
815	40671	9171
816	40730	9123
817	40778	9072
818	40828	9023
819	40873	8972
820	40918	8921
