iter	Passed	Remaining
399	95848	143773
400	96074	143512
401	96303	143257
402	96542	143016
403	96769	142758
404	97002	142509
405	97245	142276
406	97479	142027
407	97721	141792
408	97948	141534
409	98181	141286
410	98423	141050
411	98683	140839
412	98924	140602
413	99158	140354
414	99786	140662
415	100057	140464
416	100339	140283
417	100661	140155
418	100961	139996
419	101229	139793
420	101480	139565
421	101734	139342
422	101986	139116
423	102408	139120
424	102858	139160
425	103115	138939
426	103554	138961
427	103803	138728
428	104053	138495
429	104355	138331
430	104655	138164
431	104903	137928
432	105679	138383
433	105967	138196
434	106229	137976
435	106499	137764
436	106794	137586
437	107118	137443
438	107396	137242
439	107658	137020
440	107945	136828
441	108310	136736
442	108646	136604
443	108906	136378
444	109164	136149
445	109434	135934
446	109726	135746
447	110032	135575
448	110409	135491
449	110721	135326
450	110993	135112
451	111236	134862
452	111548	134695
453	111804	134460
454	112073	134241
455	112324	134000
456	112574	133759
457	112822	133514
458	113078	133280
459	113343	133055
460	113611	132834
461	113860	132590
462	114104	132341
463	114363	132109
464	114628	131884
465	114874	131637
466	115120	131390
467	115387	131166
468	115658	130948
469	115895	130690
470	116135	130436
471	116377	130184
472	116633	129949
473	116901	129726
474	117151	129482
475	117419	129260
476	117680	129029
477	117922	128776
478	118191	128554
479	118464	128336
480	118736	128116
481	118983	127870
482	119222	127614
483	119578	127484
484	119903	127320
485	120274	127203
486	120636	127077
487	120898	126843
488	121137	126587
489	121386	126341
490	121671	126132
491	121932	125897
492	122178	125648
493	122428	125401
494	122712	125191
495	122967	124950
496	123218	124706
497	123466	124458
498	123719	124215
499	123977	123977
500	124222	123726
501	124472	123480
502	124734	123246
503	125010	123025
504	125273	122793
505	125531	122554
506	125807	122333
507	126067	122097
508	126323	121856
509	126589	121624
510	126834	121373
511	127080	121123
512	127328	120874
513	127595	120644
514	127842	120395
515	128111	120166
516	128367	119925
517	128636	119696
518	128878	119442
519	129154	119219
520	129458	119022
521	129716	118782
522	130035	118598
523	130298	118362
524	130550	118117
525	130816	117883
526	131067	117637
527	131313	117386
528	131599	117170
529	131849	116923
530	132118	116691
531	132362	116439
532	132647	116222
533	132907	115982
534	133162	115739
535	133409	115488
536	133673	115253
537	133921	115003
538	134173	114756
539	134420	114506
540	134694	114278
541	134935	114022
542	135191	113779
543	135453	113541
544	135769	113348
545	136017	113098
546	136295	112873
547	136539	112620
548	136805	112384
549	137051	112133
550	137298	111882
551	137545	111631
552	137812	111396
553	138082	111163
554	138351	110930
555	138617	110694
556	138872	110449
557	139120	110199
558	139367	109948
559	139650	109725
560	139912	109485
561	140163	109237
562	140411	108987
563	140673	108747
564	140926	108501
565	141193	108265
566	141440	108013
567	141727	107792
568	141974	107541
569	142263	107321
570	142508	107068
571	142839	106879
572	143143	106670
573	143402	106427
574	143662	106185
575	143904	105929
576	144162	105685
577	144406	105431
578	144676	105196
579	144922	104943
580	145180	104700
581	145425	104446
582	145699	104213
583	145938	103956
584	146186	103704
585	146452	103466
586	146754	103252
587	147005	103004
588	147259	102756
589	147517	102512
590	147782	102272
