iter	Logloss
0	0.6174763859
1	0.5606324491
2	0.5147037082
3	0.48133717
4	0.4553885512
5	0.4364368354
6	0.420224909
7	0.4071334983
8	0.3957915091
9	0.3874387862
10	0.3801408075
11	0.3745860331
12	0.3700851951
13	0.3662996692
14	0.3628362698
15	0.3600642187
16	0.3576144901
17	0.3549684747
18	0.3530960282
19	0.3514046922
20	0.3501829366
21	0.3489611564
22	0.3473811696
23	0.3461135916
24	0.3449853653
25	0.3441860214
26	0.3434696813
27	0.3426851219
28	0.3417362192
29	0.3408445944
30	0.3400052049
31	0.3391667946
32	0.3383595689
33	0.33776104
34	0.3369866634
35	0.3363617721
36	0.3356601921
37	0.3352684019
38	0.3348177185
39	0.3343713675
40	0.3340356068
41	0.3336353229
42	0.3333247498
43	0.3328825601
44	0.3325656717
45	0.3319088615
46	0.3313282014
47	0.3306146763
48	0.3301569432
49	0.3297946977
50	0.3291913712
51	0.328855586
52	0.3285052122
53	0.3281596115
54	0.3277299788
55	0.3274381801
56	0.3271540674
57	0.3268434453
58	0.3262379893
59	0.3259547822
60	0.3255347693
61	0.3252044182
62	0.3249255927
63	0.324599158
64	0.3243383481
65	0.3239853551
66	0.3237976111
67	0.3233704751
68	0.3231118437
69	0.3227270053
70	0.3223592033
71	0.3221768933
72	0.3219528734
73	0.3216673165
74	0.3214150982
75	0.3209949629
76	0.3207483745
77	0.3204988977
78	0.3200984425
79	0.3197887016
80	0.3194189659
81	0.3192439258
82	0.3189519557
83	0.3186340393
84	0.3183538675
85	0.3181042439
86	0.3177655459
87	0.3174533083
88	0.3173410535
89	0.3170073735
90	0.3167662436
91	0.3164685458
92	0.3161959376
93	0.3160100049
94	0.3157878208
95	0.3155768964
96	0.3154105704
97	0.3151421234
98	0.3148693194
99	0.3147257332
100	0.3145790628
101	0.3143505389
102	0.3141906995
103	0.3140250589
104	0.3138083088
105	0.3136233798
106	0.3134839548
107	0.3131885089
108	0.3127933408
109	0.312557645
110	0.3121678375
111	0.3120407983
112	0.311891827
113	0.3116057071
114	0.3113594614
115	0.3110998263
116	0.3109427284
117	0.3107118058
118	0.3105093262
119	0.3102758334
120	0.3100492922
121	0.3098318323
122	0.3096822735
123	0.3095953042
124	0.3092867872
125	0.3091321371
126	0.3089507084
127	0.3087240693
128	0.308530622
129	0.3083046194
130	0.3081440701
131	0.30792896
132	0.3076999956
133	0.3074248907
134	0.307085238
135	0.306918398
136	0.3068310126
137	0.3065886099
138	0.3064050026
139	0.3061530291
140	0.3059677819
141	0.3057720337
142	0.3056041656
143	0.3053725575
144	0.3052086548
145	0.3049348227
146	0.3046848809
147	0.3044621338
148	0.3041762587
149	0.3041298979
150	0.303927198
151	0.3037906369
152	0.3036241885
153	0.3034452075
154	0.3032632648
155	0.3030659989
156	0.3027703572
157	0.3026403072
158	0.3024724636
159	0.3022884891
160	0.3021148443
161	0.3020233466
162	0.3018385889
163	0.3017367127
164	0.3015029751
165	0.3013766946
166	0.301235801
167	0.3010324157
168	0.3008586975
169	0.3007102402
170	0.3005110651
171	0.3003148029
172	0.3001524178
173	0.2998678155
174	0.2997278765
175	0.2995542071
176	0.2994678009
177	0.2991535316
178	0.2989188883
179	0.2987615946
180	0.2985845963
181	0.2984782407
182	0.2983550444
183	0.2981302412
184	0.2979697898
185	0.2978263994
186	0.2976930449
187	0.2975122526
188	0.2973935357
189	0.2971720369
190	0.2969828243
191	0.2968635689
192	0.2966800351
193	0.2964961096
194	0.2963067011
195	0.2960948466
196	0.2958436319
197	0.2957249151
198	0.2954378895
199	0.2952458619
200	0.2950955933
201	0.295004732
202	0.294778558
203	0.2946139944
204	0.2943908557
205	0.2942468533
206	0.294003545
207	0.2939237966
208	0.2937897077
209	0.2935638275
210	0.29340132
211	0.2932489463
212	0.292969313
213	0.2928126067
214	0.2927136678
215	0.2925442332
216	0.2925349806
217	0.2923662558
218	0.2921972128
219	0.2919198559
220	0.291907666
221	0.2917607263
222	0.2916572591
223	0.2915153618
224	0.2914716202
225	0.2913708699
226	0.2912833377
227	0.2911426398
228	0.2910487433
229	0.2909967527
230	0.2909945007
231	0.2909500003
232	0.2907923639
233	0.2907878355
234	0.2907091641
235	0.2905986228
236	0.29043215
237	0.2903653503
238	0.2901160938
239	0.2899772563
240	0.289855749
241	0.2897605307
242	0.289586225
243	0.289520282
244	0.289349648
245	0.2892328403
246	0.2891163754
247	0.2890561113
248	0.2890557442
249	0.2889660823
250	0.2887996584
251	0.2886906592
252	0.2885221057
253	0.2884500189
254	0.2882925783
255	0.288165539
256	0.288066184
257	0.2879436486
258	0.287937211
259	0.2877946773
260	0.2876584344
261	0.2875002839
262	0.2873576034
263	0.2871317231
264	0.2869902175
265	0.2869895811
266	0.2869848814
267	0.2868411728
268	0.2868376725
269	0.2866338466
270	0.2866309093
271	0.2864626496
272	0.286300803
273	0.2862982573
274	0.2862958585
275	0.2861184196
276	0.2860552182
277	0.2859431592
278	0.2859421801
279	0.2857972232
280	0.2857594786
281	0.2856971094
282	0.2856970849
283	0.2855631674
284	0.2853839171
285	0.2853837458
286	0.2853836724
287	0.2853832318
288	0.2852200634
289	0.2850356728
290	0.2848317246
291	0.2848303783
292	0.284769796
293	0.2846546039
294	0.2846157578
295	0.2844224084
296	0.2841606194
297	0.2841596158
298	0.2840225896
299	0.2838765311
300	0.2837453306
301	0.2835577825
302	0.2835572929
303	0.2833781406
304	0.2832073596
305	0.2832072373
306	0.2830934649
307	0.2829307861
308	0.2828086913
309	0.2826648603
310	0.2825077379
311	0.2823133604
312	0.2823127975
313	0.2821995881
314	0.2820742133
315	0.2819734141
316	0.2819719699
317	0.2818630196
318	0.2817856211
319	0.2816977951
320	0.2815761654
321	0.2813690351
322	0.2812519093
323	0.2811871413
324	0.2810072301
325	0.2810060307
326	0.2808337077
327	0.280798264
328	0.2807974562
329	0.2806760223
330	0.2805730936
331	0.2804585379
332	0.2804574854
333	0.2803681662
334	0.2803198472
335	0.2803170323
336	0.2801147241
337	0.2800565406
338	0.280056051
339	0.2798998098
340	0.2797589406
341	0.2796785558
342	0.2796034338
343	0.2796031156
344	0.2794703974
345	0.279470373
346	0.279470373
347	0.2794702995
348	0.2793475438
349	0.2792213123
350	0.2790774324
351	0.2788939965
352	0.2787376574
353	0.2787376084
354	0.2786682141
355	0.2785665582
356	0.2784227517
357	0.2782989924
358	0.2781328622
359	0.2781329112
360	0.2781324461
361	0.278005725
362	0.2778733007
363	0.2778336223
364	0.2776707477
365	0.2775440266
366	0.2775423376
367	0.277314083
368	0.2772435628
369	0.2772385448
370	0.2772024892
371	0.2771726264
372	0.2769739653
373	0.2768523111
374	0.2768522132
375	0.2767231912
376	0.2767227996
377	0.2766649833
378	0.2766000929
379	0.2766000439
380	0.276599946
381	0.2765157427
382	0.2765157427
383	0.2763452555
384	0.276345182
385	0.2761423843
386	0.2760570305
387	0.2759789222
388	0.2759789222
389	0.2758557993
390	0.275849019
391	0.2755717355
392	0.2753847993
393	0.2753062504
394	0.2751329727
395	0.2749216567
396	0.2748552486
397	0.2748508916
398	0.274772563
399	0.2746509822
400	0.2745013989
401	0.2743347792
402	0.2743346813
403	0.2743283661
404	0.2743283416
405	0.2742004701
406	0.2741159975
407	0.2741159241
408	0.2740088096
409	0.2740087117
410	0.2740086628
411	0.2738428997
412	0.2738171982
413	0.2737159094
414	0.2736614955
415	0.2735267947
416	0.2734110641
417	0.2732748946
418	0.2731526285
419	0.2730444615
420	0.272967626
421	0.2728195359
422	0.2728195114
423	0.2726330402
424	0.2725450184
425	0.2724229236
426	0.2722916007
427	0.2722440895
428	0.272213933
429	0.2720840298
430	0.2719500389
431	0.2719499409
432	0.2718504391
433	0.2717429085
434	0.2716737345
435	0.2715912936
436	0.2715912447
437	0.2714242578
438	0.2713201296
439	0.2713197135
440	0.2712105429
441	0.2711479045
442	0.2709991045
443	0.27087231
444	0.2708722121
445	0.2708714533
446	0.2708714288
447	0.2707338151
448	0.2707337907
449	0.2705995305
450	0.2704522726
451	0.2703161276
452	0.2703159318
453	0.2703152954
454	0.2702463906
455	0.2701439269
456	0.2701437066
457	0.2701431681
458	0.2701430947
459	0.2701430702
460	0.2701429723
461	0.2700263605
462	0.2698237096
463	0.2698235872
464	0.2696198103
465	0.2696195411
466	0.2694786229
467	0.2694783047
468	0.2694247965
469	0.2692813082
470	0.269279252
471	0.2692031264
472	0.2690781432
473	0.2689878939
474	0.268987747
475	0.2689874778
476	0.2688690302
477	0.2687768227
478	0.2686983471
479	0.2686491714
480	0.2685961283
481	0.2685056097
482	0.2684384184
483	0.2683496133
484	0.268349344
485	0.2682419114
486	0.2681602538
487	0.2680606785
488	0.2679640894
489	0.2678899954
490	0.267889922
491	0.2677298378
492	0.2677297399
493	0.2676341055
494	0.2676341055
495	0.2675040799
496	0.2674110402
497	0.2673490137
498	0.26734872
499	0.2673485976
500	0.2672888475
501	0.2672887006
502	0.2672886027
503	0.2672885538
504	0.267236661
505	0.2672275308
506	0.2671340015
507	0.2669695603
508	0.2669215351
509	0.2668330971
510	0.2666548994
511	0.2665965446
512	0.2665963732
513	0.2665379449
514	0.2665378715
515	0.266487937
516	0.2664729566
517	0.2664515142
518	0.2663812142
519	0.2663303006
520	0.2662337605
521	0.2661061827
522	0.2660533109
523	0.2660099853
524	0.2660099119
525	0.2659112423
526	0.2658098556
527	0.2657196798
528	0.2656533207
529	0.2655968262
530	0.2654738257
531	0.2654052147
532	0.2653425762
533	0.2653326383
534	0.2653324914
535	0.2652926907
536	0.2652442493
537	0.2651856742
538	0.2650322969
539	0.2649584966
540	0.2648524592
541	0.264697809
542	0.2646960711
543	0.264610546
544	0.2645998248
545	0.2644258128
546	0.264387138
547	0.2643869177
548	0.2643824872
549	0.2642316801
550	0.264197754
551	0.2640961715
552	0.2639674678
553	0.2639660236
554	0.2639092353
555	0.2638460828
556	0.2638459849
557	0.2637445248
558	0.2637231068
559	0.2636357949
560	0.2635452274
561	0.2634638879
562	0.263463839
563	0.2634085928
564	0.2633849229
565	0.2632805499
566	0.2631300121
567	0.2631094263
568	0.2629980283
569	0.2629585947
570	0.2628120956
571	0.2628051195
572	0.2627000122
573	0.2626395278
574	0.2625697664
575	0.2624479408
576	0.2623833686
577	0.2623128484
578	0.2623110125
579	0.2623063863
580	0.262200153
581	0.2621708777
582	0.2621708042
583	0.2620794535
584	0.2619698668
585	0.2618798378
586	0.2618797643
587	0.2617749508
588	0.2617027416
589	0.2616200804
590	0.261619958
591	0.2616109991
592	0.2615228549
593	0.2613780448
594	0.2613189557
595	0.2613182948
596	0.2611177244
597	0.2611143955
598	0.2611143955
599	0.2609541644
600	0.2609541644
601	0.2609531853
602	0.2609498808
603	0.2609471393
604	0.260791094
605	0.260791094
606	0.2607906778
607	0.2607298507
608	0.2607291409
609	0.26072848
610	0.2607279904
611	0.2607254937
612	0.2607254448
613	0.2606409722
614	0.2605460966
615	0.2604242221
616	0.260368878
617	0.2601960654
618	0.2600227143
619	0.2600226409
620	0.2599696222
621	0.2598794463
622	0.2598784917
623	0.2598242001
624	0.2598235882
625	0.2597761504
626	0.2597758567
627	0.25965479
628	0.2595508087
629	0.2595508087
630	0.2595506128
631	0.2595353143
632	0.2595352898
633	0.2595353143
634	0.2595349961
635	0.2595327931
636	0.2594463868
637	0.259446142
638	0.2594456035
639	0.2594455545
640	0.2594453098
641	0.2594443062
642	0.2594442572
643	0.2592206534
644	0.2592206044
645	0.2591902766
646	0.2591505982
647	0.2591505737
648	0.2591501821
649	0.2591500352
650	0.2591500352
651	0.2591500352
652	0.2591499863
653	0.2591498639
654	0.259149766
655	0.2591496191
656	0.2591496191
657	0.2590292622
658	0.2590291398
659	0.2589564655
660	0.2589562207
661	0.25883464
662	0.2588343218
663	0.2587644869
664	0.2587644379
665	0.2587145768
666	0.2587142342
667	0.2587141362
668	0.2587128634
669	0.2586400178
670	0.258639161
671	0.2586128475
672	0.2586127741
673	0.2586127741
674	0.258557944
675	0.258557944
676	0.2585578216
677	0.2585037504
678	0.2584517597
679	0.2584517597
680	0.2584484308
681	0.2583554155
682	0.2582822761
683	0.2582041188
684	0.2582039475
685	0.2582039475
686	0.2580409259
687	0.2579682516
688	0.2578804746
689	0.2578369043
690	0.2578365861
691	0.2577019587
692	0.2576442647
693	0.257506186
694	0.257506186
695	0.2575060147
696	0.2574773023
697	0.2574771799
698	0.2574706689
699	0.2574317248
700	0.2574317738
701	0.2574316759
702	0.2574316514
703	0.257431529
704	0.2572617027
705	0.257217961
706	0.2571437691
707	0.2571072973
708	0.2570101943
709	0.256913336
710	0.2569133115
711	0.256779345
712	0.2567793206
713	0.2567792716
714	0.2567792961
715	0.2566820217
716	0.2566819972
717	0.2565417644
718	0.2564869344
719	0.2563958284
720	0.2563036943
721	0.2563036453
722	0.2563036209
723	0.2563036698
724	0.2563036453
725	0.256303474
726	0.2563034495
727	0.2562224528
728	0.2562224038
729	0.256222257
730	0.2562222325
731	0.2562222325
732	0.256222208
733	0.256179935
734	0.2561799595
735	0.2561708293
736	0.2561708293
737	0.25615416
738	0.2560735794
739	0.2560375972
740	0.2560376216
741	0.2559590482
742	0.2559590972
743	0.2559590482
744	0.2559590972
745	0.2559589013
746	0.25595873
747	0.25595873
748	0.25595873
749	0.2558195253
750	0.2558195008
751	0.2558195008
752	0.2558195008
753	0.2557955616
754	0.2557400217
755	0.2557399483
756	0.2556599796
757	0.2556518775
758	0.2555883334
759	0.255588211
760	0.255588211
761	0.255588211
762	0.2554744631
763	0.2554743897
764	0.2554737043
765	0.2554030861
766	0.2554029637
767	0.2554029392
768	0.2554029148
769	0.2553716323
770	0.2553716323
771	0.2553716567
772	0.2553716078
773	0.2553715343
774	0.2553715343
775	0.2553061054
776	0.2553060565
777	0.2552183284
778	0.2552182794
779	0.2552182794
780	0.2552182794
781	0.2552182305
782	0.2552181326
783	0.2552181815
784	0.2552181571
785	0.2552181571
786	0.255137503
787	0.2551374785
788	0.2551374541
789	0.2551108713
790	0.2549525005
791	0.2548079597
792	0.2548079352
793	0.2548076904
794	0.2548076415
795	0.2547061814
796	0.2546398958
797	0.2546398713
798	0.2546398223
799	0.2546398713
800	0.2546398468
801	0.2546398713
802	0.2545987487
803	0.2545987243
804	0.2545986264
805	0.2545986019
806	0.2545986264
807	0.2545986508
808	0.2545986264
809	0.2545986019
810	0.2545986019
811	0.2545985774
812	0.2545985529
813	0.254598504
814	0.2545985774
815	0.2545159896
816	0.2545159896
817	0.2543765891
818	0.2543765891
819	0.2543765891
820	0.2543765157
821	0.2543765157
822	0.254295984
823	0.2542960085
824	0.254098351
825	0.254098351
826	0.254098351
827	0.2540983265
828	0.2540983021
829	0.2540982531
830	0.2540982776
831	0.2540283693
832	0.2540283448
833	0.2540283203
834	0.2540283203
835	0.2539654371
836	0.2539653881
837	0.2539653637
838	0.2538786636
839	0.2538786636
840	0.2538786636
841	0.2538785902
842	0.2537886346
843	0.2537886102
844	0.2537207824
845	0.2537207335
846	0.253720709
847	0.25372066
848	0.2537207335
849	0.253690014
850	0.2536299946
851	0.2536299701
852	0.2536299701
853	0.2536299946
854	0.2536299457
855	0.2536299701
856	0.2535392313
857	0.2533262508
858	0.2532442994
859	0.2532442505
860	0.2532441526
861	0.253244177
862	0.2532439323
863	0.2532439323
864	0.2532438833
865	0.2532157829
866	0.2530882541
867	0.2530878624
868	0.2529932561
869	0.2529932071
870	0.2528726055
871	0.2528725076
872	0.2528060017
873	0.2528057814
874	0.2528057079
875	0.2528057569
876	0.2528057324
877	0.2528040434
878	0.2528040679
879	0.252804019
880	0.2528040434
881	0.2528039455
882	0.2527162419
883	0.252716193
884	0.2526812633
885	0.2526811898
886	0.2526811898
887	0.2526811654
888	0.2526394798
889	0.252639284
890	0.2525649207
891	0.2525648963
892	0.2525648228
893	0.2525648963
894	0.2524358498
895	0.2524358498
896	0.2524357764
897	0.2524358253
898	0.2524357764
899	0.2524113966
900	0.2522460007
901	0.2521539401
902	0.2521285812
903	0.2520029616
904	0.2520022273
905	0.2520021783
906	0.2520006362
907	0.2520006117
908	0.2520006607
909	0.2519995837
910	0.2519995347
911	0.2518977809
912	0.2518977809
913	0.2518977075
914	0.251897683
915	0.2518977075
916	0.251897732
917	0.2518977075
918	0.251897683
919	0.2518970466
920	0.2518071155
921	0.2518070421
922	0.2518069441
923	0.2518069441
924	0.2518069197
925	0.2518069686
926	0.2517179187
927	0.2517178943
928	0.2517178453
929	0.2515549462
930	0.2515548972
931	0.2515548727
932	0.2515548483
933	0.2515548727
934	0.2515548483
935	0.2515059418
936	0.2515059663
937	0.2515059418
938	0.2515058929
939	0.2515059173
940	0.2513678876
941	0.2512741624
942	0.2512741135
943	0.2512166398
944	0.2512166153
945	0.2512165664
946	0.2512165419
947	0.2512165419
948	0.2512165174
949	0.2512165419
950	0.2512164685
951	0.2512164685
952	0.251216444
953	0.25113415
954	0.25113415
955	0.251134101
956	0.2511341255
957	0.251134101
958	0.2511340521
959	0.25113415
960	0.251134101
961	0.251134101
962	0.25107041
963	0.2510620386
964	0.2509928647
965	0.2509582777
966	0.2509497349
967	0.2509125288
968	0.2509105461
969	0.2509103503
970	0.2506899041
971	0.2506899775
972	0.2506061659
973	0.2504337939
974	0.2503788414
975	0.2503788414
976	0.2503787435
977	0.2502513126
978	0.2501990037
979	0.2501690675
980	0.2501690185
981	0.2501689941
982	0.2501689696
983	0.2501689451
984	0.2500854517
985	0.250040633
986	0.2500406575
987	0.250040584
988	0.2500406575
989	0.2499897438
990	0.2499787534
991	0.2499265424
992	0.2499265179
993	0.2499261997
994	0.2498016327
995	0.2498015837
996	0.2498015837
997	0.2498016327
998	0.2498016082
999	0.2497677555
